Survey,Year,Julian,Site,Block,Treatment,TotalHa,TBA,Richness,simp.ind,Simp1
12125,2012,199,Bass5,Basswood,10% prairie strips,1.31,6,3,3,4
12126,2012,199,Bass6,Basswood,0% prairie,0.81,0,0,0,1
12127,2012,199,Bass7,Basswood,100% prairie,0.49,4,3,2.666666667,3.666666667
12128,2012,199,Int1,Interim,10% prairie strips,3.1,7,3,1.814814815,2.814814815
12129,2012,199,Int2,Interim,10% prairie bottom,3.24,10,5,3.769230769,4.769230769
12130,2012,199,Int3,Interim,0% prairie,0.61,0,0,0,1
12131,2012,199,Int4,Interim,100% prairie,1.29,4,2,1.6,2.6
12132,2012,199,Orb1,Orbweaver,10% prairie bottom,1.25,2,2,2,3
12133,2012,199,Orb2,Orbweaver,20% prairie strips,2.51,19,3,2.333333333,3.333333333
12134,2012,199,Orb3,Orbweaver,0% prairie,1.24,2,2,2,3
12135,2012,199,TV,Orbweaver,100% prairie,1.12,3,2,1.8,2.8
12136,2012,206,Bass1,Basswood,10% prairie bottom,0.55,2,2,2,3
12137,2012,206,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
12138,2012,206,Bass3,Basswood,20% prairie strips,0.57,1,1,1,2
12139,2012,206,Bass4,Basswood,20% prairie strips,0.61,4,3,3,4
12140,2012,206,Bass5,Basswood,10% prairie strips,1.31,1,1,1,2
12141,2012,206,Bass6,Basswood,0% prairie,0.81,0,0,0,1
12142,2012,206,Bass7,Basswood,100% prairie,0.49,3,2,1.8,2.8
12143,2012,206,Int1,Interim,10% prairie strips,3.1,24,4,1.297297297,2.297297297
12144,2012,206,Int2,Interim,10% prairie bottom,3.24,2,2,2,3
12145,2012,206,Int3,Interim,0% prairie,0.61,1,1,1,2
12146,2012,206,Int4,Interim,100% prairie,1.29,2,1,1,2
12147,2012,206,Orb1,Orbweaver,10% prairie bottom,1.25,5,2,1.8,2.8
12148,2012,206,Orb2,Orbweaver,20% prairie strips,2.51,8,4,3.2,4.2
12149,2012,206,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
12150,2012,206,TV,Orbweaver,100% prairie,1.12,1,1,1,2
